marker,cyclone_id,forecast_time,horizon_h,estimator,realized_positive_regions,predicted_positive_regions,nonzero_union_regions,ndcg_at_10,ndcg_at_5,recall_at_10,recall_at_5,recall_at_10_overlap,recall_at_10_target,recall_at_5_overlap,recall_at_5_target,spearman
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-22 00:00:00,48,Ensemble probability-weighted,1,2,2,1.0,1.0,1.0,1.0,1,1,1,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-22 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-22 06:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-22 06:00:00,48,Ensemble probability-weighted,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-22 12:00:00,48,Deterministic mean-track,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-22 12:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-22 12:00:00,48,Ensemble probability-weighted,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-22 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-22 18:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-22 18:00:00,48,Ensemble probability-weighted,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-23 00:00:00,48,Deterministic mean-track,1,0,1,0.0,0.0,0.0,0.0,0,1,0,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-23 00:00:00,48,P90 envelope,1,2,2,1.0,1.0,1.0,1.0,1,1,1,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-23 00:00:00,48,Ensemble probability-weighted,1,2,2,1.0,1.0,1.0,1.0,1,1,1,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-23 06:00:00,48,Deterministic mean-track,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-23 06:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-23 06:00:00,48,Ensemble probability-weighted,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-05 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-05 18:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-05 18:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 00:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 00:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 00:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 06:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 06:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 12:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 12:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 12:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 18:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 18:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 00:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 00:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 00:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 06:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 06:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 12:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 12:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 12:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 18:00:00,48,Deterministic mean-track,1,0,1,0.0,0.0,0.0,0.0,0,1,0,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 18:00:00,48,P90 envelope,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 18:00:00,48,Ensemble probability-weighted,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 00:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 00:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 00:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 06:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 06:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 12:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 12:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 12:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 18:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 18:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 00:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 00:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 00:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 06:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 06:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 12:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 12:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 12:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 18:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 18:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 00:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 00:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 00:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 06:00:00,48,Deterministic mean-track,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 06:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 06:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 12:00:00,48,Deterministic mean-track,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 12:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 12:00:00,48,Ensemble probability-weighted,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 18:00:00,48,P90 envelope,0,4,4,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-10 18:00:00,48,Ensemble probability-weighted,0,3,3,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 00:00:00,48,Deterministic mean-track,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 00:00:00,48,P90 envelope,1,4,4,0.5,0.5,1.0,1.0,1,1,1,1,-0.2581988897471611
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 00:00:00,48,Ensemble probability-weighted,1,2,2,0.6309297535714575,0.6309297535714575,1.0,1.0,1,1,1,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 06:00:00,48,P90 envelope,0,3,3,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 06:00:00,48,Ensemble probability-weighted,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 12:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 12:00:00,48,P90 envelope,0,3,3,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 12:00:00,48,Ensemble probability-weighted,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 18:00:00,48,Deterministic mean-track,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 18:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-11 18:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 00:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 00:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 00:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 06:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 06:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 12:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 12:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 12:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 18:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-10 18:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 00:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 00:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 00:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 06:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 06:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 12:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 12:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 12:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 18:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-11 18:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 00:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 00:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 00:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 06:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 06:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 12:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 12:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 12:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 18:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-12 18:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 00:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 00:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 00:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 06:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 06:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 12:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 12:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 12:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 18:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,GEZANI,2026-02-13 18:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-01 12:00:00,48,Deterministic mean-track,1,0,1,0.0,0.0,0.0,0.0,0,1,0,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-01 12:00:00,48,P90 envelope,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-01 12:00:00,48,Ensemble probability-weighted,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-01 18:00:00,48,Deterministic mean-track,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-01 18:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-01 18:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-02 00:00:00,48,Deterministic mean-track,1,0,1,0.0,0.0,0.0,0.0,0,1,0,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-02 00:00:00,48,P90 envelope,1,2,2,1.0,1.0,1.0,1.0,1,1,1,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-02 00:00:00,48,Ensemble probability-weighted,1,2,2,1.0,1.0,1.0,1.0,1,1,1,1,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-02 12:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-02 12:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-02 12:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-02 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-02 18:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-02 18:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 00:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 00:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 00:00:00,48,Ensemble probability-weighted,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 06:00:00,48,P90 envelope,0,2,2,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 06:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 12:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 12:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 12:00:00,48,Ensemble probability-weighted,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 18:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 18:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-03 18:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-04 00:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-04 00:00:00,48,P90 envelope,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-04 00:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-04 06:00:00,48,Deterministic mean-track,0,0,0,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-04 06:00:00,48,P90 envelope,0,1,1,,,,,0,0,0,0,
REAL_HUMANITARIAN_GEOSPATIAL_DATA,KALMAEGI,2025-11-04 06:00:00,48,Ensemble probability-weighted,0,0,0,,,,,0,0,0,0,
